#   H  AMS02(2011/05-2013/11)
#   <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
2.101176e+01 2.018284e+01 2.188129e+01 3.153881e+00 2.001829e-03 2.001829e-03 4.103749e-02 4.103749e-02 4.108629e-02 4.108629e-02
2.280710e+01 2.188129e+01 2.377981e+01 2.539983e+00 1.000781e-03 1.000781e-03 3.302578e-02 3.302578e-02 3.304094e-02 3.304094e-02
2.475513e+01 2.377981e+01 2.577848e+01 2.041361e+00 1.000667e-03 1.000667e-03 2.601734e-02 2.601734e-02 2.603658e-02 2.603658e-02
2.680336e+01 2.577848e+01 2.787727e+01 1.650944e+00 1.000572e-03 1.000572e-03 2.101201e-02 2.101201e-02 2.103582e-02 2.103582e-02
2.899946e+01 2.787727e+01 3.017615e+01 1.335656e+00 1.000491e-03 1.000491e-03 1.700835e-02 1.700835e-02 1.703775e-02 1.703775e-02
3.134813e+01 3.017615e+01 3.257513e+01 1.082457e+00 1.000422e-03 1.000422e-03 1.400591e-02 1.400591e-02 1.404159e-02 1.404159e-02
3.384469e+01 3.257513e+01 3.517419e+01 8.794199e-01 6.002183e-04 6.002183e-04 1.150418e-02 1.150418e-02 1.151983e-02 1.151983e-02
3.654150e+01 3.517419e+01 3.797331e+01 7.134234e-01 5.001567e-04 5.001567e-04 9.302914e-03 9.302914e-03 9.316349e-03 9.316349e-03
3.943855e+01 3.797331e+01 4.097250e+01 5.794564e-01 5.001350e-04 5.001350e-04 7.602052e-03 7.602052e-03 7.618486e-03 7.618486e-03
4.253582e+01 4.097250e+01 4.417176e+01 4.717098e-01 4.000931e-04 4.000931e-04 6.201444e-03 6.201444e-03 6.214337e-03 6.214337e-03
4.583332e+01 4.417176e+01 4.757107e+01 3.839772e-01 4.000805e-04 4.000805e-04 5.101026e-03 5.101026e-03 5.116691e-03 5.116691e-03
4.937882e+01 4.757107e+01 5.127043e+01 3.128544e-01 3.000522e-04 3.000522e-04 4.200730e-03 4.200730e-03 4.211433e-03 4.211433e-03
5.317682e+01 5.127043e+01 5.516984e+01 2.549383e-01 3.000451e-04 3.000451e-04 3.400511e-03 3.400511e-03 3.413723e-03 3.413723e-03
5.722283e+01 5.516984e+01 5.936930e+01 2.080271e-01 2.000260e-04 2.000260e-04 2.800364e-03 2.800364e-03 2.807499e-03 2.807499e-03
6.156912e+01 5.936930e+01 6.386880e+01 1.701192e-01 2.000225e-04 2.000225e-04 2.300259e-03 2.300259e-03 2.308939e-03 2.308939e-03
6.626349e+01 6.386880e+01 6.876831e+01 1.393136e-01 2.000195e-04 2.000195e-04 1.900185e-03 1.900185e-03 1.910683e-03 1.910683e-03
7.131043e+01 6.876831e+01 7.396788e+01 1.132095e-01 2.000169e-04 2.000169e-04 1.500126e-03 1.500126e-03 1.513402e-03 1.513402e-03
7.670543e+01 7.396788e+01 7.956747e+01 9.263676e-02 1.300095e-04 1.300095e-04 1.270093e-03 1.270093e-03 1.276730e-03 1.276730e-03
8.250079e+01 7.956747e+01 8.556709e+01 7.530476e-02 1.200076e-04 1.200076e-04 1.040066e-03 1.040066e-03 1.046967e-03 1.046967e-03
8.874432e+01 8.556709e+01 9.206673e+01 6.146336e-02 1.000055e-04 1.000055e-04 8.500465e-04 8.500465e-04 8.559090e-04 8.559090e-04
9.548827e+01 9.206673e+01 9.906640e+01 5.026238e-02 9.000426e-05 9.000426e-05 7.000331e-04 7.000331e-04 7.057954e-04 7.057954e-04
1.029713e+02 9.906640e+01 1.070661e+02 4.085166e-02 7.000285e-05 7.000285e-05 5.800236e-04 5.800236e-04 5.842326e-04 5.842326e-04
1.109778e+02 1.070661e+02 1.150658e+02 3.294116e-02 7.000246e-05 7.000246e-05 4.700165e-04 4.700165e-04 4.752009e-04 4.752009e-04
1.194620e+02 1.150658e+02 1.240655e+02 2.698082e-02 6.000182e-05 6.000182e-05 3.900118e-04 3.900118e-04 3.946003e-04 3.946003e-04
1.289468e+02 1.240655e+02 1.340653e+02 2.174057e-02 5.000130e-05 5.000130e-05 3.200083e-04 3.200083e-04 3.238911e-04 3.238911e-04
1.399076e+02 1.340653e+02 1.460650e+02 1.727038e-02 4.000089e-05 4.000089e-05 2.600058e-04 2.600058e-04 2.630648e-04 2.630648e-04
1.523951e+02 1.460650e+02 1.590648e+02 1.358025e-02 3.000056e-05 3.000056e-05 2.100039e-04 2.100039e-04 2.121360e-04 2.121360e-04
1.663574e+02 1.590648e+02 1.740645e+02 1.065017e-02 3.000047e-05 3.000047e-05 1.700027e-04 1.700027e-04 1.726295e-04 1.726295e-04
1.823215e+02 1.740645e+02 1.910643e+02 8.212108e-03 2.300030e-05 2.300030e-05 1.330017e-04 1.330017e-04 1.349758e-04 1.349758e-04
2.002879e+02 1.910643e+02 2.100641e+02 6.299068e-03 1.900021e-05 1.900021e-05 1.040011e-04 1.040011e-04 1.057225e-04 1.057225e-04
2.207277e+02 2.100641e+02 2.320639e+02 4.793043e-03 1.500013e-05 1.500013e-05 8.300074e-05 8.300074e-05 8.434528e-05 8.434528e-05
2.446399e+02 2.320639e+02 2.580637e+02 3.605026e-03 1.200009e-05 1.200009e-05 6.500047e-05 6.500047e-05 6.609889e-05 6.609889e-05
2.734892e+02 2.580637e+02 2.900635e+02 2.647015e-03 9.000053e-06 9.000053e-06 4.900028e-05 4.900028e-05 4.981996e-05 4.981996e-05
3.088076e+02 2.900635e+02 3.290633e+02 1.884009e-03 7.000032e-06 7.000032e-06 3.700017e-05 3.700017e-05 3.765651e-05 3.765651e-05
3.525181e+02 3.290633e+02 3.780632e+02 1.288005e-03 5.000017e-06 5.000017e-06 2.700010e-05 2.700010e-05 2.745916e-05 2.745916e-05
4.076160e+02 3.780632e+02 4.400630e+02 8.695023e-04 3.800010e-06 3.800010e-06 1.950005e-05 1.950005e-05 1.986686e-05 1.986686e-05
4.798073e+02 4.400630e+02 5.240628e+02 5.545010e-04 2.600005e-06 2.600005e-06 1.350003e-05 1.350003e-05 1.374812e-05 1.374812e-05
5.793795e+02 5.240628e+02 6.420627e+02 3.357004e-04 1.700002e-06 1.700002e-06 9.200012e-06 9.200012e-06 9.355759e-06 9.355759e-06
7.247989e+02 6.420627e+02 8.210625e+02 1.860002e-04 1.000001e-06 1.000001e-06 6.000005e-06 6.000005e-06 6.082768e-06 6.082768e-06
9.600030e+02 8.210625e+02 1.129062e+03 8.571004e-05 5.300003e-07 5.300003e-07 3.550002e-06 3.550002e-06 3.589347e-06 3.589347e-06
1.416320e+03 1.129062e+03 1.799062e+03 2.933001e-05 2.100000e-07 2.100000e-07 1.730000e-06 1.730000e-06 1.742699e-06 1.742699e-06
